date,year,month,week_of_year,quarter,season,region,production_zone,altitude_m,grade,grade_description,dried_price_lkr_per_kg,fresh_price_lkr_per_kg_est,usd_lkr_rate_est,diesel_price_lkr_litre_est,kerosene_price_lkr_litre_est,labour_cost_lkr_day_est,electricity_price_lkr_kwh_est,rainfall_mm_est,temperature_c_est,humidity_pct_est,production_supply_index_est,global_export_demand_index_est,fuel_drying_cost_lkr_per_dried_kg_est,labour_drying_cost_lkr_per_dried_kg_est,electricity_drying_cost_lkr_per_dried_kg_est,barn_rental_lkr_per_dried_kg_est,packaging_transport_lkr_per_dried_kg_est,total_drying_cost_lkr_per_dried_kg_est,fresh_to_dried_conversion_ratio_est,data_source_class
11/18/2024,2024,11,47,4,main_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,12868.62,1905.29,301.42,331.2,252.09,2679.32,45.22,203.6,22.5,67.1,147.6,114.55,273.77,130.58,133.51,128.29,153.95,820.1,4.22,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,11725.47,1572.27,301.42,331.2,252.09,2679.32,45.22,203.6,22.5,67.1,147.6,114.55,280.09,145.94,136.19,104.14,107.65,774.01,4.3,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,10045.81,1419.76,301.42,331.2,252.09,2679.32,45.22,203.6,22.5,67.1,147.6,114.55,310.17,176.16,151.57,132.65,133.27,903.82,4.17,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,8347.19,1225.61,301.42,331.2,252.09,2679.32,45.22,203.6,22.5,67.1,147.6,114.55,293.87,130.71,92.62,122.4,158.13,797.73,4.29,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,12397.5,1795.85,301.42,331.2,252.09,2679.32,45.22,349.2,23.3,72.3,147.6,114.55,278.89,158.47,127.83,113.66,170.36,849.21,4.09,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,10939.72,1657.4,301.42,331.2,252.09,2679.32,45.22,349.2,23.3,72.3,147.6,114.55,272.23,148.1,137.86,109.1,177.73,845.02,4.09,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,9709.59,1651.33,301.42,331.2,252.09,2679.32,45.22,349.2,23.3,72.3,147.6,114.55,265.37,128.34,156.65,109.21,169.11,828.68,3.85,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,8035.01,1040.82,301.42,331.2,252.09,2679.32,45.22,349.2,23.3,72.3,147.6,114.55,276.66,130.83,153.95,98.52,133.64,793.6,4.02,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,12944.89,1839.23,301.42,331.2,252.09,2679.32,45.22,274.5,22.8,73.9,147.6,114.55,273.67,175.9,153.85,120.44,128.23,852.09,4.63,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,11447.93,1537.11,301.42,331.2,252.09,2679.32,45.22,274.5,22.8,73.9,147.6,114.55,281.01,121.89,72.29,128.97,132.79,736.95,4.35,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,9991.02,1517.33,301.42,331.2,252.09,2679.32,45.22,274.5,22.8,73.9,147.6,114.55,277.03,149.78,131.53,112.36,104.66,775.36,4.16,source_calibrated_synthetic_2024_avg_anchor
11/18/2024,2024,11,47,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,7614.59,1057.67,301.42,331.2,252.09,2679.32,45.22,274.5,22.8,73.9,147.6,114.55,252.16,177.18,151.76,109.33,162.24,852.67,4.19,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,14187.05,1872.69,300.09,324.8,258.36,2678.56,44.29,309.7,21.9,66.5,144.11,116.79,301.83,136.64,97.18,97.81,139.1,772.56,4.27,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,13282.21,2009.17,300.09,324.8,258.36,2678.56,44.29,309.7,21.9,66.5,144.11,116.79,298.67,174.32,115.09,61.2,168.29,817.57,3.99,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,10710.57,1326.4,300.09,324.8,258.36,2678.56,44.29,309.7,21.9,66.5,144.11,116.79,279.23,149.05,138.51,113.64,100.13,780.56,4.16,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kandy,Central highland,900,LB,Lower/brown grade,9282.96,1274.26,300.09,324.8,258.36,2678.56,44.29,309.7,21.9,66.5,144.11,116.79,310.42,134.81,112.89,74.71,147.71,780.54,4.3,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,14816.17,1755.9,300.09,324.8,258.36,2678.56,44.29,261.6,22.9,68.4,144.11,116.79,284.08,126.5,149.77,74.33,147.1,781.78,4.54,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,12074.37,1780.56,300.09,324.8,258.36,2678.56,44.29,261.6,22.9,68.4,144.11,116.79,262.7,179.03,106.47,109.33,109.33,766.86,4.22,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,10703.02,1412.69,300.09,324.8,258.36,2678.56,44.29,261.6,22.9,68.4,144.11,116.79,309.02,148.06,139.26,87.1,131.33,814.77,4.27,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Matale,Central highland,650,LB,Lower/brown grade,8448.22,1198.91,300.09,324.8,258.36,2678.56,44.29,261.6,22.9,68.4,144.11,116.79,283.53,177.14,143.71,83.15,144.2,831.73,4.44,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,15276.46,2525.86,300.09,324.8,258.36,2678.56,44.29,275.6,20.2,72.3,144.11,116.79,266.88,158.66,80.79,109.31,149.16,764.8,4.09,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,12691.7,1737.06,300.09,324.8,258.36,2678.56,44.29,275.6,20.2,72.3,144.11,116.79,264.35,130.31,145.4,103.35,174.48,817.89,4.22,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,11541.2,1662.8,300.09,324.8,258.36,2678.56,44.29,275.6,20.2,72.3,144.11,116.79,229.33,133.82,106.41,135.1,107.06,711.72,4.05,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,9504.57,1312.39,300.09,324.8,258.36,2678.56,44.29,275.6,20.2,72.3,144.11,116.79,286.27,169.27,68.96,128.05,136.62,789.17,4.21,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,13937.49,1919.53,300.09,324.8,258.36,2678.56,44.29,161.5,21.8,70.6,144.11,116.79,320,187.75,94.89,96.39,177.39,876.42,4.36,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,12031.11,1792.92,300.09,324.8,258.36,2678.56,44.29,161.5,21.8,70.6,144.11,116.79,266.32,142.01,119.71,51.93,182.87,762.84,4.13,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,9786.85,1490.47,300.09,324.8,258.36,2678.56,44.29,161.5,21.8,70.6,144.11,116.79,309.97,182.08,147.86,127.73,109.77,877.41,4.41,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,8345.44,1227.76,300.09,324.8,258.36,2678.56,44.29,161.5,21.8,70.6,144.11,116.79,289.57,158.08,107.27,55.57,170.35,780.84,4.31,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,12613.31,1513.55,300.09,324.8,258.36,2678.56,44.29,369.9,23.7,79.9,144.11,116.79,286.6,153.35,134.16,66.93,144.9,785.94,4.41,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,10825.93,1418.87,300.09,324.8,258.36,2678.56,44.29,369.9,23.7,79.9,144.11,116.79,271.09,152.58,144.01,66.79,178.43,812.9,4.4,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,9188.07,1404.07,300.09,324.8,258.36,2678.56,44.29,369.9,23.7,79.9,144.11,116.79,253.56,177.55,73.08,111.13,170.23,785.55,3.85,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,7465.84,961.51,300.09,324.8,258.36,2678.56,44.29,369.9,23.7,79.9,144.11,116.79,289.83,138.83,99.9,85.3,118.17,732.03,4.65,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,12482.64,1946.44,300.09,324.8,258.36,2678.56,44.29,321.1,23.2,74.8,144.11,116.79,296.42,132.06,97.37,73.01,139.72,738.58,3.96,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,12218.22,1565.9,300.09,324.8,258.36,2678.56,44.29,321.1,23.2,74.8,144.11,116.79,278.65,142.34,125.38,81.15,135.98,763.5,4.36,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,9612.29,1252.12,300.09,324.8,258.36,2678.56,44.29,321.1,23.2,74.8,144.11,116.79,304.22,161.84,88.78,79.23,151,785.07,4.38,source_calibrated_synthetic_2024_avg_anchor
11/25/2024,2024,11,48,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,7953.24,1133.84,300.09,324.8,258.36,2678.56,44.29,321.1,23.2,74.8,144.11,116.79,311.12,141.9,86.09,88.65,111.58,739.34,4,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,15444.36,2381.25,300.15,332.27,250.3,2694.13,44.58,182.6,22.3,60,127.2,118.45,269.78,147.82,141.63,53.01,160.87,773.11,4.04,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,13349.02,1912.07,300.15,332.27,250.3,2694.13,44.58,182.6,22.3,60,127.2,118.45,270.21,192.11,97,57.94,169.55,786.81,4.24,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,11594.65,1592.29,300.15,332.27,250.3,2694.13,44.58,182.6,22.3,60,127.2,118.45,299.47,182.47,137.23,124.23,154.56,897.96,4.19,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kandy,Central highland,900,LB,Lower/brown grade,10155.48,1371.41,300.15,332.27,250.3,2694.13,44.58,182.6,22.3,60,127.2,118.45,291.03,191.14,121.35,96.48,125.69,825.69,4.21,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,14934.76,2221.3,300.15,332.27,250.3,2694.13,44.58,180.7,23.7,85.6,127.2,118.45,279.89,153.5,150.42,111.65,105.22,800.68,4.05,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,13673.71,2117.1,300.15,332.27,250.3,2694.13,44.58,180.7,23.7,85.6,127.2,118.45,290.12,148.8,119.17,133.55,155.84,847.48,3.93,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,11927.98,1814.67,300.15,332.27,250.3,2694.13,44.58,180.7,23.7,85.6,127.2,118.45,279.74,144.16,75.87,60.62,146.86,707.25,3.91,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Matale,Central highland,650,LB,Lower/brown grade,9605.83,1347.15,300.15,332.27,250.3,2694.13,44.58,180.7,23.7,85.6,127.2,118.45,299.46,135.85,78.44,124.47,121.37,759.59,4.11,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,14586.37,2026.81,300.15,332.27,250.3,2694.13,44.58,223.8,20,79.3,127.2,118.45,279.2,172.38,85.03,108.36,177.03,822,4.05,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,14561.01,1965.52,300.15,332.27,250.3,2694.13,44.58,223.8,20,79.3,127.2,118.45,277.25,149.54,128.63,89.09,123.37,767.88,3.99,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,11931.51,1923.84,300.15,332.27,250.3,2694.13,44.58,223.8,20,79.3,127.2,118.45,294.21,175.17,135.33,125,131.14,860.85,4.09,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,9271.16,1264.54,300.15,332.27,250.3,2694.13,44.58,223.8,20,79.3,127.2,118.45,281.37,167.48,82.81,102.66,146.11,780.43,4.4,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,14261.4,1934.45,300.15,332.27,250.3,2694.13,44.58,199.8,21.4,64.4,127.2,118.45,254.47,149.07,78.68,120,131.09,733.31,4.18,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,12729.54,1978.32,300.15,332.27,250.3,2694.13,44.58,199.8,21.4,64.4,127.2,118.45,282.29,160.8,127.06,65.21,109.77,745.13,3.85,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,10339.01,1525.15,300.15,332.27,250.3,2694.13,44.58,199.8,21.4,64.4,127.2,118.45,249.69,122.99,150.15,120.32,158.11,801.26,4.06,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,9049.05,1425.43,300.15,332.27,250.3,2694.13,44.58,199.8,21.4,64.4,127.2,118.45,294.52,165.9,88.24,70.67,137.02,756.35,4.17,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,12483.12,1823.06,300.15,332.27,250.3,2694.13,44.58,236.3,24.9,74.1,127.2,118.45,320.15,128.03,77.92,86.67,161.21,773.98,3.85,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,11724.47,1810.21,300.15,332.27,250.3,2694.13,44.58,236.3,24.9,74.1,127.2,118.45,295.75,138.38,96.75,114.08,100.97,745.93,3.87,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,9881.17,1690.41,300.15,332.27,250.3,2694.13,44.58,236.3,24.9,74.1,127.2,118.45,280.29,126.99,83.36,85.37,161.69,737.7,3.85,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,8412.62,1062.27,300.15,332.27,250.3,2694.13,44.58,236.3,24.9,74.1,127.2,118.45,241.72,143.96,71.32,103.71,151.33,712.04,4.41,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,14317.95,2132.56,300.15,332.27,250.3,2694.13,44.58,240.7,23.5,78.1,127.2,118.45,300.29,129.92,120.26,134.24,135,819.71,4.15,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,12692.08,1898.11,300.15,332.27,250.3,2694.13,44.58,240.7,23.5,78.1,127.2,118.45,295.62,151.95,89.44,94.37,100.33,731.71,4.05,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,9900.81,1426.5,300.15,332.27,250.3,2694.13,44.58,240.7,23.5,78.1,127.2,118.45,258.21,176.83,135.77,88.29,116.47,775.57,4.33,source_calibrated_synthetic_2024_avg_anchor
12/2/2024,2024,12,49,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,8268.05,1184.23,300.15,332.27,250.3,2694.13,44.58,240.7,23.5,78.1,127.2,118.45,253.66,128.56,146.67,66.59,156.13,751.61,4.13,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,14618.48,1910.77,299.82,327.25,254.88,2707.48,44.69,211.2,21.8,79.5,129.32,114.63,278.71,155.92,121.8,85.81,160.27,802.51,3.99,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,13294.74,2197.79,299.82,327.25,254.88,2707.48,44.69,211.2,21.8,79.5,129.32,114.63,287.69,129.77,93.56,91.33,149.46,751.81,3.96,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,11362.35,1710.8,299.82,327.25,254.88,2707.48,44.69,211.2,21.8,79.5,129.32,114.63,253.27,123.07,149.5,87.14,163.6,776.58,4.34,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kandy,Central highland,900,LB,Lower/brown grade,9648.33,1390.99,299.82,327.25,254.88,2707.48,44.69,211.2,21.8,79.5,129.32,114.63,306.47,138.07,73.19,99.43,146.88,764.04,4.16,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,14972.1,2266.01,299.82,327.25,254.88,2707.48,44.69,189.5,23.5,72.8,129.32,114.63,294.96,190.24,153.51,124,177.12,939.83,3.92,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,13216.6,2039.23,299.82,327.25,254.88,2707.48,44.69,189.5,23.5,72.8,129.32,114.63,282.48,140.2,93.85,131.65,109.32,757.5,4.22,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,11286.31,1660.2,299.82,327.25,254.88,2707.48,44.69,189.5,23.5,72.8,129.32,114.63,282.41,187.83,117.13,54.41,165.95,807.73,4.26,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Matale,Central highland,650,LB,Lower/brown grade,9558.42,1381.51,299.82,327.25,254.88,2707.48,44.69,189.5,23.5,72.8,129.32,114.63,285.22,123.31,107.32,86.81,99.65,702.31,4.23,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,14800.09,2207.46,299.82,327.25,254.88,2707.48,44.69,230.3,20.6,70.1,129.32,114.63,276.05,145.32,89.49,90.46,114.15,715.47,3.97,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,14006.88,2151,299.82,327.25,254.88,2707.48,44.69,230.3,20.6,70.1,129.32,114.63,278.67,175.83,83.07,108.19,105.66,751.42,3.85,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,11323.97,1586.56,299.82,327.25,254.88,2707.48,44.69,230.3,20.6,70.1,129.32,114.63,325.24,177.64,86.22,88.42,150.41,827.93,4.33,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,9730.3,1537.19,299.82,327.25,254.88,2707.48,44.69,230.3,20.6,70.1,129.32,114.63,265.59,155.7,108.8,120.55,162.4,813.04,3.85,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,14577.13,2123.92,299.82,327.25,254.88,2707.48,44.69,149,21.5,74.2,129.32,114.63,286.78,137.84,147.05,78.2,113.51,763.38,4.01,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,12931.08,1655.83,299.82,327.25,254.88,2707.48,44.69,149,21.5,74.2,129.32,114.63,288.31,158.28,72.39,115.31,122.3,756.59,4.16,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,10550.22,1620.95,299.82,327.25,254.88,2707.48,44.69,149,21.5,74.2,129.32,114.63,272.25,129.46,114.25,54.66,180.79,751.41,4.01,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,8981.71,1260.19,299.82,327.25,254.88,2707.48,44.69,149,21.5,74.2,129.32,114.63,264.68,161.66,136.47,67.42,185.32,815.55,4.03,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,12900.7,1974.22,299.82,327.25,254.88,2707.48,44.69,245,23.1,74.2,129.32,114.63,276.49,141.48,92.65,52.41,101.88,664.91,3.91,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,11835.76,1759.71,299.82,327.25,254.88,2707.48,44.69,245,23.1,74.2,129.32,114.63,293.33,176.71,153.06,61.85,142.89,827.84,4,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,10144.32,1451.26,299.82,327.25,254.88,2707.48,44.69,245,23.1,74.2,129.32,114.63,271,159.92,134.01,110.19,170.2,845.32,3.97,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,8393.5,1146.9,299.82,327.25,254.88,2707.48,44.69,245,23.1,74.2,129.32,114.63,276.88,187.53,69.23,130.69,142.48,806.81,4.06,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,14002.68,1881.07,299.82,327.25,254.88,2707.48,44.69,240.7,23.2,78.2,129.32,114.63,276.76,136.54,87.65,71.06,111.01,683.02,3.98,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,13147.84,1807.01,299.82,327.25,254.88,2707.48,44.69,240.7,23.2,78.2,129.32,114.63,267.59,161.82,91.57,61.62,101.54,684.14,4.13,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,11041.94,1633.49,299.82,327.25,254.88,2707.48,44.69,240.7,23.2,78.2,129.32,114.63,310.44,128.75,94.57,88.88,131.85,754.49,4.19,source_calibrated_synthetic_2024_avg_anchor
12/9/2024,2024,12,50,4,main_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,7828.93,1253.73,299.82,327.25,254.88,2707.48,44.69,240.7,23.2,78.2,129.32,114.63,281.05,183.73,80.9,125.9,163.28,834.86,3.85,source_calibrated_synthetic_2024_avg_anchor
12/16/2024,2024,12,51,4,main_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,16263.11,1964.6,299,330.26,253.36,2756.22,44.98,221.5,21.3,83,121.14,115.74,277.98,140.25,94.29,84.69,136.88,734.09,4.25,source_calibrated_synthetic_2024_avg_anchor
12/16/2024,2024,12,51,4,main_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,13636.24,2059.28,299,330.26,253.36,2756.22,44.98,221.5,21.3,83,121.14,115.74,298.18,164.2,97.74,81.53,111.3,752.95,4.08,source_calibrated_synthetic_2024_avg_anchor
12/16/2024,2024,12,51,4,main_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,11320.78,1507.51,299,330.26,253.36,2756.22,44.98,221.5,21.3,83,121.14,115.74,299.64,175.5,152.18,113.7,119.19,860.21,4.25,source_calibrated_synthetic_2024_avg_anchor
12/16/2024,2024,12,51,4,main_harvest,Kandy,Central highland,900,LB,Lower/brown grade,9453.42,1339.45,299,330.26,253.36,2756.22,44.98,221.5,21.3,83,121.14,115.74,308.81,143.09,80.92,59.08,113.84,705.74,4.24,source_calibrated_synthetic_2024_avg_anchor
